name,age,value,nationality,overall,potential,club
T. Garratt,21,€100K,England,54,65,AFC Wimbledon
T. Danneberg,32,€400K,Germany,65,65,VfL Osnabrück
T. Davies,26,€325K,England,62,65,Coventry City
M. Thiede,26,€425K,Germany,64,65,Karlsruher SC
E. Küc,21,€140K,Germany,55,65,FC Würzburger Kickers
T. Craig,33,€220K,England,65,65,Bristol Rovers
Y. Ben El-Mhanni,22,€140K,England,56,65,Scunthorpe United
T. Schilk,26,€375K,Germany,63,65,Hallescher FC
N. Ochojski,19,€90K,Germany,53,65,SC Fortuna Köln
R. König,35,€250K,Germany,65,65,FSV Zwickau
C. Evans,22,€150K,England,57,65,Macclesfield Town
D. Ball,28,€550K,England,65,65,Bradford City
J. Lundstram,19,€60K,England,47,65,Crewe Alexandra
Marquitos,31,€475K,Spain,65,65,Miedź Legnica
L. Prosser,30,€400K,England,65,65,Colchester United
L. Legge,33,€220K,England,65,65,Port Vale
N. Miatke,28,€550K,Germany,65,65,FSV Zwickau
Ferrán Giner,30,€500K,Spain,65,65,RCD Mallorca
A. Rodman,31,€475K,England,65,65,Bristol Rovers
T. Rühle,27,€575K,Germany,65,65,SC Preußen Münster
T. Öztürk,28,€450K,Germany,65,65,KFC Uerdingen 05
Omar Santana,27,€575K,Spain,65,65,Miedź Legnica
Dani Suárez,28,€450K,Spain,65,65,Górnik Zabrze
C. Woods,31,€350K,England,65,65,Preston North End
F. Schiller,28,€400K,Germany,64,65,VfL Osnabrück
O. Hein,28,€425K,Germany,65,65,SSV Jahn Regensburg
H. Starostzik,27,€350K,Germany,63,65,Hallescher FC
T. Wendel,29,€425K,Germany,65,65,VfL Sportfreunde Lotte
E. Yeşilyurt,24,€375K,Germany,62,65,Sivasspor
D. Moxey,32,€300K,England,65,65,Exeter City
J. Bothroyd,36,€190K,England,65,65,Hokkaido Consadole Sapporo
J. Müller,28,€550K,Germany,65,65,SpVgg Unterhaching
A. Smith,25,€325K,England,63,65,Bristol Rovers
S. Brown,33,€270K,England,65,65,Port Vale
P. Breier,26,€525K,Germany,64,65,FC Hansa Rostock
D. Jones,31,€350K,England,65,65,Notts County
S. Mölders,33,€350K,Germany,65,65,TSV 1860 München
G. Liddle,32,€300K,England,65,65,Carlisle United
A. Ferdinand,33,€220K,England,65,65,St. Mirren
T. Röttger,32,€425K,Germany,65,65,SG Sonnenhof Großaspach
Airam,30,€525K,Spain,65,65,Cracovia
J. Williams,17,€50K,England,48,64,Northampton Town
L. Tankulic,27,€425K,Germany,63,64,SV Meppen
L. D'Ath,25,€375K,England,62,64,Milton Keynes Dons
L. Collins,29,€350K,England,64,64,Forest Green Rovers
A. Siebeck,24,€270K,Germany,60,64,Karlsruher SC
J. Mullins,32,€260K,England,64,64,Cheltenham Town
D. Conroy,22,€120K,England,57,64,Swindon Town
M. Howard,31,€270K,England,64,64,Blackpool
J. Ball,22,€130K,England,56,64,Stevenage
Agus,33,€180K,Spain,64,64,Esbjerg fB
S. Pryce,18,€80K,England,52,64,Swindon Town
K. Mellor,27,€350K,England,63,64,Bradford City
B. Stevenson,19,€170K,England,58,64,Gillingham
J. Simpson,29,€450K,England,64,64,Philadelphia Union
C. Brown,20,€80K,England,52,64,Cardiff City
A. Legzdins,31,€270K,England,64,64,Burnley
L. Cole,25,€325K,England,61,64,Tranmere Rovers
L. Waterfall,27,€375K,England,64,64,Shrewsbury
T. Schmidt,24,€375K,Germany,62,64,VfL Sportfreunde Lotte
O. Lancashire,29,€350K,England,64,64,Swindon Town
D. Walters,19,€100K,England,53,64,Coventry City
J. Gerlach,28,€325K,Germany,63,64,FC Carl Zeiss Jena
A. Nelson,20,€110K,England,54,64,Sunderland
M. Stoll,35,€110K,Germany,64,64,Karlsruher SC
M. Gillespie,26,€220K,England,61,64,Motherwell
L. McCormick,34,€180K,England,64,64,Swindon Town
J. Hanek,19,€100K,Germany,53,64,Karlsruher SC
H. Bunn,25,€450K,England,63,64,Southend United
S. Heil,19,€90K,Germany,53,64,SC Paderborn 07
C. Alcock,30,€325K,England,64,64,Cheltenham Town
C. Thompson,24,€325K,England,61,64,Wycombe Wanderers
R. Müller,31,€300K,Germany,64,64,KFC Uerdingen 05
K. Wootton,21,€150K,England,57,64,Scunthorpe United
M. Königs,28,€475K,Germany,64,64,FC Hansa Rostock
D. Johnson,25,€270K,England,60,64,Motherwell
A. Bittroff,29,€350K,Germany,64,64,KFC Uerdingen 05
A. Kenyon,25,€300K,England,62,64,Morecambe
P. Clarke,36,€60K,England,64,64,Oldham Athletic
H. Odoffin,20,€100K,England,54,64,Northampton Town
N. Ajose,26,€500K,England,64,64,Charlton Athletic
J. Senior,21,€120K,England,57,64,Luton Town
K. Guthrie,25,€450K,England,63,64,Stevenage
A. Harper,20,€100K,England,54,64,Bristol Rovers
M. Pfitzner,33,€180K,Germany,64,64,Eintracht Braunschweig
J. Romanski,18,€90K,England,54,64,Swindon Town
S. McNulty,34,€140K,England,64,64,Tranmere Rovers
E. List,21,€280K,England,60,64,Gillingham
R. O'Donnell,29,€300K,England,64,64,Bradford City
L. Hardcastle,19,€130K,England,56,64,Port Vale
O. Kittner,30,€325K,Germany,64,64,SC Preußen Münster
J. Maxted,24,€150K,England,59,64,Accrington Stanley
J. White,31,€300K,England,64,64,Southend United
J. Ferry,21,€130K,England,56,64,Stevenage
J. Schwadorf,25,€450K,Germany,63,64,SV Wehen Wiesbaden
F. Brügmann,25,€325K,Germany,61,64,FC Carl Zeiss Jena
A. Martin,28,€375K,England,64,64,Exeter City
Montes,20,€120K,Spain,55,64,Girona FC
F. Brügmann,27,€350K,Germany,63,64,FC Carl Zeiss Jena
E. Whitehouse,24,€200K,England,59,64,Grimsby Town
S. Brown,33,€270K,England,64,64,Accrington Stanley
B. Kindsvater,25,€325K,Germany,61,64,TSV 1860 München
M. Schwabl,27,€375K,Germany,64,64,SpVgg Unterhaching
S. Finley,25,€325K,England,61,64,Accrington Stanley
A. Barcham,31,€400K,England,64,64,AFC Wimbledon
B. Gladwin,26,€350K,England,62,64,Blackburn Rovers
A. Williams,31,€400K,England,64,64,Northampton Town
M. Platt,20,€130K,England,57,64,Accrington Stanley
N. Bishop,36,€140K,England,64,64,Mansfield Town
J. Hackett,18,€100K,England,54,64,Sunderland
M. Schulze,29,€350K,Germany,64,64,VfL Sportfreunde Lotte
T. Hadler,21,€150K,England,59,64,Gillingham
K. Dennis,28,€475K,England,64,64,Notts County
P. Mullin,23,€210K,England,59,64,Tranmere Rovers
S. Schiek,28,€350K,Germany,64,64,SC Fortuna Köln
L. Colville,19,€110K,England,54,64,Bradford City
G. Warren,33,€180K,England,64,64,Yeovil Town
B. Nugent,24,€270K,England,61,64,Stevenage
J. Lillis,31,€270K,England,64,64,Rochdale
R. Fitzsimons,24,€130K,England,58,64,Notts County
F. Burmeister,28,€375K,Germany,64,64,Eintracht Braunschweig
T. Chakwana,19,€130K,England,56,64,Burnley
P. Taylor,30,€425K,England,64,64,Doncaster Rovers
B. Mensah,23,€210K,England,59,64,Lincoln City
J. Welzmüller,28,€375K,Germany,64,64,SpVgg Unterhaching
L. O'Brien,26,€190K,England,60,64,Coventry City
Carlitos,33,€270K,Spain,64,64,CF Rayo Majadahonda
H. Rodgers,21,€150K,England,58,64,Accrington Stanley
T. Pett,26,€425K,England,63,64,Lincoln City
J. Gies,23,€150K,Germany,59,64,SV Meppen
Lolo,26,€350K,Spain,63,64,Real Oviedo
J. Hooper,24,€210K,England,59,64,Grimsby Town
G. Francomb,26,€475K,England,64,64,Crawley Town
K. Woolery,23,€325K,England,61,64,Swindon Town
A. Wordsworth,29,€425K,England,64,64,AFC Wimbledon
S. Squire,18,€50K,England,47,64,Cambridge United
T. Obadeyi,28,€450K,England,64,64,FC Sochaux-Montbéliard
J. King,22,€110K,England,54,64,St. Mirren
N. Tyson,36,€150K,England,64,64,Wycombe Wanderers
Taliby,21,€100K,Spain,55,64,CD Numancia
P. Heerwagen,35,€110K,Germany,64,64,FC Ingolstadt 04
B. Seymour,19,€70K,England,51,64,Exeter City
D. Powell,27,€475K,England,64,64,Northampton Town
Pedrosa,21,€140K,Spain,56,64,Real Valladolid CF
J. Mellis,27,€475K,England,64,64,Mansfield Town
T. Vassell,21,€150K,England,58,64,Port Vale
M. Wagner,31,€400K,Germany,64,64,SV Meppen
N. Smith,22,€270K,England,61,64,Port Vale
Gerard Oliva,28,€475K,Spain,64,64,Cracovia
T. Conlon,22,€270K,England,60,64,Port Vale
D. Lewington,34,€130K,England,64,64,Milton Keynes Dons
H. Campbell,22,€100K,England,56,64,Burton Albion
R. Jackson,27,€375K,England,64,64,Colchester United
B. Taverner,19,€70K,England,51,64,Oxford United
C. Nöthe,30,€425K,Germany,64,64,DSC Arminia Bielefeld
C. Raglan,25,€300K,England,62,64,Oxford United
N. Knight-Percival,31,€300K,England,64,64,Bradford City
C. Stockton,24,€270K,England,60,64,Tranmere Rovers
Romera,30,€325K,Spain,64,64,UD Almería
A. Berzel,26,€300K,Germany,62,64,TSV 1860 München
L. Ainsworth,30,€425K,England,64,64,Plymouth Argyle
Willy,29,€450K,Spain,64,64,Extremadura UD
F. Nouble,26,€475K,England,64,64,Colchester United
B. Bellot,27,€300K,Germany,64,64,Brøndby IF
S. Saunders,34,€220K,England,64,64,Wycombe Wanderers
C. Dagnall,32,€350K,England,64,64,Bury
L. O'Neill,26,€350K,England,63,64,Gillingham
D. Vržogić,28,€350K,Germany,64,64,SV Meppen
D. Stroh-Engel,32,€350K,Germany,64,64,Karlsruher SC
M. Tootle,27,€375K,England,64,64,Notts County
T. Pope,32,€350K,England,64,64,Port Vale
C. Hussey,29,€350K,England,64,64,Cheltenham Town
J. McNerney,28,€325K,England,63,64,Crawley Town
E. Parish,28,€300K,England,63,64,Dundee FC
D. Parrett,26,€425K,England,63,64,Gillingham
C. Cooke,25,€170K,England,58,63,St. Mirren
Fran Cruz,27,€300K,Spain,63,63,Miedź Legnica
M. Jay,22,€140K,England,57,63,Exeter City
K. Marsh-Brown,25,€350K,England,62,63,Newport County
B. Tollitt,23,€140K,England,57,63,Tranmere Rovers
K. Schwertfeger,29,€290K,Germany,63,63,KFC Uerdingen 05
S. Seferings,22,€200K,Germany,59,63,TSV 1860 München
J. Wright,28,€375K,England,63,63,Bradford City
T. Marsh,24,€200K,England,59,63,Macclesfield Town
A. Chambers,37,€120K,England,63,63,Walsall
S. Hornby,23,€140K,England,59,63,Port Vale
A. Ibrahimaj,26,€400K,Germany,63,63,KFC Uerdingen 05
C. Norman,22,€120K,England,57,63,Oxford United
J. Smith,31,€325K,England,63,63,Crawley Town
E. Oyeleke,25,€260K,England,60,63,Port Vale
C. Andrew,31,€325K,England,63,63,Rochdale
N. Helmbrecht,23,€140K,Germany,57,63,TSV 1860 München
P. Jones,32,€210K,England,63,63,Fleetwood Town
J. Pearson,25,€210K,England,60,63,Macclesfield Town
M. Bartley,31,€325K,England,63,63,Hibernian
P. Kühn,25,€180K,Germany,60,63,VfL Osnabrück
Jorge Félix,26,€400K,Spain,63,63,Piast Gliwice
S. Long,23,€110K,England,56,63,Oxford United
S. Laird,30,€270K,England,63,63,Forest Green Rovers
T. Deters,22,€130K,Germany,56,63,SV Meppen
S. Bywater,37,€20K,England,63,63,Burton Albion
B. Wilson,25,€180K,England,60,63,Bradford City
S. Braun,29,€290K,Germany,63,63,SC Preußen Münster
A. Koiki,18,€100K,England,56,63,Burnley
P. Cowan-Hall,27,€375K,England,63,63,Wycombe Wanderers
C. Butcher,27,€350K,England,62,63,Mansfield Town
T. Bröker,33,€220K,Germany,63,63,SC Fortuna Köln
Leandro,29,€200K,Spain,61,63,RCD Mallorca
M. Bloomfield,34,€180K,England,63,63,Wycombe Wanderers
A. Fisher,20,€100K,England,55,63,Blackburn Rovers
S. Flinders,32,€210K,England,63,63,Cheltenham Town
G. Taft,24,€260K,England,61,63,Cambridge United
T. Kruse,35,€90K,Germany,63,63,FC Energie Cottbus
O. Bayode,19,€130K,England,55,63,Burnley
Vallès,28,€375K,Spain,63,63,Sandefjord Fotball
J. Hessenthaler,24,€300K,England,61,63,Grimsby Town
K. Weidlich,28,€375K,Germany,63,63,FC Energie Cottbus
E. Iandolo,20,€130K,England,55,63,Swindon Town
D. Loft,31,€325K,England,63,63,Shrewsbury
J. Williams,25,€325K,England,61,63,Rochdale
Jaime Gavilán,33,€220K,Spain,63,63,AD Alcorcón
L. O'Reilly,22,€100K,England,55,63,Carlisle United
M. Richards,35,€170K,England,63,63,Swindon Town
T. Mohr,21,€110K,Germany,55,63,Holstein Kiel
J. Bailey,29,€350K,England,63,63,Yeovil Town
L. Sutton,21,€110K,England,55,63,Scunthorpe United
T. Bertels,31,€325K,Germany,63,63,SC Paderborn 07
S. Bennett,27,€250K,England,61,63,Newport County
A. Wilbraham,38,€130K,England,63,63,Rochdale
N. Mohammad,26,€250K,Germany,61,63,KFC Uerdingen 05
N. Jüllich,28,€375K,Germany,63,63,SG Sonnenhof Großaspach
K. Taylor,17,€60K,England,48,63,Shrewsbury
D. Amoo,27,€375K,England,63,63,Cambridge United
V. Adeboyejo,20,€110K,England,54,63,Barnsley
M. Jones,30,€350K,England,63,63,Carlisle United
F. Franks,27,€290K,England,62,63,Newport County
Dioni,28,€375K,Spain,63,63,Lech Poznań
O. Palmer,26,€375K,England,62,63,Crawley Town
B. Fuller,33,€140K,England,63,63,Gillingham
A. Crookes,20,€80K,England,53,63,Lincoln City
R. Milsom,31,€325K,England,63,63,Notts County
M. Demetriou,28,€280K,England,62,63,Newport County
G. Woods,28,€240K,England,62,63,Hamilton Academical FC
L. Wilkinson,26,€300K,England,62,63,Stevenage
M. Ratajczak,36,€50K,Germany,63,63,SC Paderborn 07
L. McCarron,17,€80K,England,53,63,Carlisle United
P. Anderson,29,€350K,England,63,63,Mansfield Town
E. Hodge,22,€100K,England,53,63,Burton Albion
D. Grainger,31,€240K,England,63,63,Carlisle United
J. Hoormann,19,€80K,Germany,53,63,SV Meppen
S. Miller,30,€350K,England,63,63,Crewe Alexandra
L. Coddington,23,€70K,England,53,63,Northampton Town
Uxío,27,€400K,Spain,63,63,Deportivo de La Coruña
L. Demaj,20,€100K,Germany,53,63,SV Meppen
G. Martin,27,€400K,England,63,63,Lillestrøm SK
R. Sears,19,€70K,England,52,63,Shrewsbury
E. Frear,27,€375K,England,63,63,Motherwell
A. Read,18,€60K,England,51,63,Luton Town
L. John-Lewis,29,€375K,England,63,63,Shrewsbury
S. Twine,18,€60K,England,51,63,Swindon Town
G. Sawyer,32,€200K,England,63,63,Plymouth Argyle
J. Heaton,21,€60K,England,51,63,St. Mirren
S. Brisley,28,€300K,England,63,63,Notts County
O. Finney,20,€60K,England,49,63,Crewe Alexandra
M. Wegner,29,€375K,Germany,63,63,SV Meppen
L. Croll,23,€140K,England,58,63,Exeter City
N. Delfouneso,27,€375K,England,63,63,Blackpool
G. Smith,24,€120K,England,58,63,Lincoln City
D. Bowditch,32,€290K,England,63,63,Northampton Town
L. Musculus,27,€400K,Germany,63,63,KFC Uerdingen 05
A. Eckersley,32,€200K,England,63,63,St. Mirren
S. Eismann,30,€270K,Germany,63,63,FC Carl Zeiss Jena
T. Lindenhahn,27,€300K,Germany,63,63,Hallescher FC
T. Barnett,32,€290K,England,63,63,Cheltenham Town
A. Chapman,28,€260K,England,63,63,Peterborough United
S. Puttkammer,29,€290K,Germany,63,63,SV Meppen
J. Kennedy,31,€325K,England,63,63,Carlisle United
D. Newton,27,€400K,England,63,63,Stevenage
R. Koczor,29,€240K,Germany,62,63,FC Carl Zeiss Jena
A. Leitch-Smith,28,€375K,England,63,63,Morecambe
G. Morris,34,€150K,England,63,63,Crawley Town
J. Hanson,30,€350K,England,63,63,AFC Wimbledon
D. Ernst,27,€300K,Germany,63,63,SC Fortuna Köln
C. Jennings,27,€375K,England,63,63,Tranmere Rovers
Bonilla,27,€300K,Spain,63,63,RCD Mallorca
L. Alessandra,29,€375K,England,63,63,Notts County
J. Byrom,31,€325K,England,63,63,Stevenage
T. Ünlü,28,€290K,Germany,63,63,BB Erzurumspor
K. Koussou,26,€300K,Germany,61,62,TSV 1860 München
A. Taylor,32,€170K,England,62,62,Oldham Athletic
J. Sowerby,23,€120K,England,55,62,Carlisle United
J. McGlashan,30,€290K,England,62,62,Swindon Town
L. Bender,30,€220K,Germany,62,62,FC Energie Cottbus
D. Gardner,28,€300K,England,62,62,Oldham Athletic
J. Shea,27,€200K,England,62,62,Luton Town
L. Dodds,31,€270K,England,62,62,Port Vale
S. Moore,23,€90K,England,56,62,Milton Keynes Dons
T. Soares,31,€260K,England,62,62,AFC Wimbledon
I. Osbourne,30,€280K,England,62,62,Walsall
J. Dunne,28,€300K,England,62,62,Swindon Town
A. Azeez,24,€170K,England,58,62,Cambridge United
M. Taylor,36,€30K,England,62,62,Swindon Town
J. Bennett,22,€100K,England,56,62,Sheffield United
J. Labadie,27,€300K,England,62,62,Newport County
S. Slocombe,30,€190K,England,62,62,Lincoln City
R. Deacon,26,€325K,England,62,62,Dundee FC
J. Kotzke,28,€250K,Germany,62,62,FC Ingolstadt 04
S. Nelson,36,€40K,England,62,62,Yeovil Town
M. Welch-Hayes,21,€90K,England,54,62,Macclesfield Town
J. Stead,35,€140K,England,62,62,Notts County
D. Williams,30,€290K,England,62,62,Accrington Stanley
B. Schwarz,31,€200K,Germany,62,62,SC Preußen Münster
A. Mangan,31,€270K,England,62,62,Accrington Stanley
M. Raynes,30,€230K,England,62,62,Crewe Alexandra
J. Grimes,27,€260K,England,62,62,Macclesfield Town
M. Baude,28,€240K,Germany,62,62,FC Energie Cottbus
Salcedo,27,€170K,Spain,60,62,CF Rayo Majadahonda
J. Thompson,29,€300K,England,62,62,Rochdale
C. Woodman,35,€70K,England,62,62,Exeter City
Javi Pérez,32,€230K,Spain,62,62,Extremadura UD
Y. Zummack,22,€90K,Germany,56,62,VfL Sportfreunde Lotte
B. Moore,29,€300K,England,62,62,Bury
M. Rose,35,€70K,England,62,62,Macclesfield Town
M. Willsch,27,€325K,Germany,62,62,TSV 1860 München
A. Fisher,28,€325K,England,62,62,Yeovil Town
R. Sutton,32,€170K,England,62,62,Tranmere Rovers
S. Wilson,25,€200K,England,59,62,Macclesfield Town
J. Payne,27,€300K,England,62,62,Crawley Town
C. Daniel,30,€220K,England,62,62,Peterborough United
E. Löder,18,€80K,Germany,53,62,FC Erzgebirge Aue
M. Schlosser,19,€70K,Germany,53,62,FC Erzgebirge Aue
R. Sattelmaier,30,€190K,Germany,62,62,SV Darmstadt 98
A. Campbell,23,€140K,England,57,62,Carlisle United
J. Mauersberger,33,€120K,Germany,62,62,TSV 1860 München
T. Mannek,21,€90K,Germany,53,62,SC Paderborn 07
C. Porter,34,€160K,England,62,62,Crewe Alexandra
M. Green,31,€270K,England,62,62,Lincoln City
G. Newell,21,€80K,England,52,62,Motherwell
L. Young,28,€240K,England,62,62,Crawley Town
T. Broadbent,26,€260K,England,62,62,Bristol Rovers
A. Collin,33,€150K,England,62,62,Carlisle United
M. Gardawski,27,€325K,Germany,62,62,Korona Kielce
B. N'Gala,28,€250K,England,62,62,Crawley Town
J. Caprice,25,€160K,England,59,62,Tranmere Rovers
M. Kühne,30,€220K,Germany,62,62,FC Carl Zeiss Jena
D. Williams,24,€140K,Germany,57,62,FC Hansa Rostock
D. Grubb,26,€325K,England,62,62,Forest Green Rovers
C. Clements,28,€300K,England,62,62,Cheltenham Town
T. Siedschlag,30,€280K,Germany,62,62,Holstein Kiel
T. Nichols,24,€260K,England,60,62,Bristol Rovers
A. Eleftheriou,20,€60K,England,51,62,Watford
S. Kelly,24,€200K,England,59,62,Hamilton Academical FC
B. Hedley,19,€50K,England,50,62,Morecambe
M. Woolford,32,€240K,England,62,62,Grimsby Town
P. Mingoia,26,€325K,England,62,62,Accrington Stanley
J. Montgomery,24,€100K,England,57,62,Forest Green Rovers
J. Egan,19,€60K,England,49,62,Carlisle United
N. Ralph,25,€140K,England,58,62,Dundee FC
M. Harness,22,€170K,England,58,62,Burton Albion
A. Addai,24,€130K,England,55,62,Cheltenham Town
D. Chessa,25,€250K,Germany,60,61,KFC Uerdingen 05
R. Lloyd,24,€140K,England,57,61,Macclesfield Town
K. Scheidhauer,26,€280K,Germany,61,61,FC Energie Cottbus
B. Purkiss,34,€70K,England,61,61,Walsall
L. O'Neil,24,€210K,England,60,61,Cambridge United
B. Ziegenbein,32,€200K,Germany,61,61,FC Energie Cottbus
H. Hyseni,25,€160K,Germany,58,61,SSV Jahn Regensburg
S. Habergham,26,€210K,England,61,61,Lincoln City
M. Foy,19,€50K,England,49,61,Cambridge United
H. Dunk,27,€260K,England,61,61,Cambridge United
A. Knüver,19,€70K,Germany,52,61,SC Preußen Münster
T. Taiwo,28,€250K,England,61,61,Hamilton Academical FC
N. Blissett,28,€260K,England,61,61,Macclesfield Town
O. Urhoghide,17,€40K,England,51,61,AFC Wimbledon
J. Cook,28,€250K,England,61,61,Grimsby Town
R. Harley,33,€150K,England,61,61,Milton Keynes Dons
J. Hamon,23,€90K,England,55,61,Exeter City
J. Ibehre,35,€120K,England,61,61,Cambridge United
D. Whitaker,37,€80K,England,61,61,Macclesfield Town
A. Nicholls,30,€240K,England,61,61,Crewe Alexandra
A. Buxton,26,€130K,England,58,61,Tranmere Rovers
M. Randall,28,€250K,England,61,61,Crawley Town
C. O'Grady,32,€200K,England,61,61,Oldham Athletic
T. Miller,28,€200K,England,61,61,Bury
W. Hesl,32,€140K,Germany,61,61,1. FC Kaiserslautern
Carlos Mendes Gomes,19,€60K,Spain,51,61,Morecambe
Cristian Arco,23,€90K,Spain,55,61,Cádiz CF
A. Kaltner,18,€60K,Germany,47,61,SpVgg Unterhaching
G. Coke,32,€190K,England,61,61,Oldham Athletic
D. Orlishausen,35,€60K,Germany,61,61,FC Hansa Rostock
D. Lyness,26,€90K,England,57,61,St. Mirren
S. Arnold,28,€170K,England,60,61,Shrewsbury
S. Davies,31,€150K,England,61,61,Tranmere Rovers
A. Revell,34,€130K,England,61,61,Stevenage
B. Bingham,27,€260K,England,61,61,Gillingham
C. Dickinson,31,€160K,England,61,61,Yeovil Town
J. Archer,24,€160K,England,58,61,Bury
B. Buckley,17,€50K,England,49,61,Grimsby Town
T. Allarakhia,20,€50K,England,50,61,Crawley Town
K. Rauhut,28,€170K,Germany,60,61,FC Energie Cottbus
Fran Sánchez,28,€250K,Spain,61,61,SV Mattersburg
J. Wallace,26,€270K,England,61,61,Fleetwood Town
R. Miller,29,€250K,England,61,61,Port Vale
M. Ellis,29,€200K,England,61,61,Tranmere Rovers
H. Biggins,22,€80K,England,52,61,Fleetwood Town
K. Sheppard,24,€140K,England,57,61,Newcastle Jets
R. Oates,23,€120K,England,56,61,Morecambe
W. Atkinson,29,€240K,England,61,61,Mansfield Town
R. Watson,24,€120K,England,56,61,Milton Keynes Dons
A. Kay,35,€50K,England,60,60,Port Vale
P. Posipal,30,€150K,Germany,60,60,SV Meppen
