ï»¿SHIP'S NAME,AKA,SHIP'S OWNER,VESSEL TYPE,YEAR BUILT,WHERE BUILT,DATE LOST,YEAR,MNTH,DAY,LOCATION LOST,LATITUDE LOST,LONGITUDE LOST,CAUSE OF LOSS,CONSTRUCTION,FLAG,LENGTH,BEAM,DRAFT,GROSS TONNAGE,NET TONNAGE,HOME (HAILING) PORT,DEPARTURE CITY,DEPARTURE STATE,DESTINATION PORT,MASTER,# CREW,# PASS,LIVES LOST,SHIP VALUE,CARGO VALUE,NATURE OF CARGO,USLSS STATION NAME,LOST,PHOTO ON FILE,MISC INFORMATION,MUSEUM CROSS REFERENCE
S.S.Sarah E Ward,,,schooner,1884,,2/26/1900,1900,2,26,"Wilmington, NC E",34-03-00 N,75-01-00 W,Damaged in hurricane,,,,,,548,,"Philadelphia, PA",Charleston,SC,"Philadelphia, PA",H E Somers,8,,0,"$19,000","$4,000",Railroad ties & Yellow pine,,Y,N,#116015; Total loss,
S.S.Sarah Elizabeth,,,schooner,,,1838 - 1878,1860,,,Squan Inlet S 6.5 mi,,,Wrecked,,,,,,,,,,,,,,,,,,,,,N,,
S.S.Sarah J Bright,,Kermiell,schooner,1859,"Wilmington, DE",12/15/1874,1874,12,15,Townsends Inlet,,,Stranded,Wood,US,109,28.2,8.9,137,,"Camden, NJ",Boston,MA,"Philadelphia, PA",Kermiell,5,,0,"$5,000",,In ballast,Townsends Inlet #34,N,N,Refloated,
S.S.Sarah J Fort,,A & J Pharo,schooner,1864,,4/4/1879,1879,4,4,Cape Cod; Penrod Hill Bar,,,Stranded,Wood,US,,,,208,,"Tuckerton, NJ",Hoboken,NJ,"Commercial Point, MA",,6,,,"$10,000","$1,200",Coal,,Y,N,Total loss,
S.S.Sarah Jane,,,schooner,,,12/17/1840,1840,12,17,Sandy Hook Romer Shoal,,,Stranded,,England,,,,,,,,,,,,,,,,,,Y,N,Total loss,
S.S.Sarah Jane Vaughn,,James Vaughn,schooner,1861,"Mays Landing, NJ",9/18/1883,1883,9,18,New Jersey coast,,,"Collision w/ ""Mary S Tibbitts""",Wood,,,,,216,,Mays Landing,,,,John Vaughn,,,,,,Pine wood,,N,N,#22516; Lost foremast & Bowsprit,
S.S.Sarah L Hills,,M C Cammon,schooner,1853,"Rockland, ME",9/15/1858,1858,9,15,Corsons Inlet,,,Stranded,,,,,10,170,,"Rockland, ME",Portland,ME,"Philadelphia, PA",M C Cammon,5,,,,,,,Y,N,Total loss,
S.S.Sarah M Sherman,,,schooner,,,12/27/1866,1866,12,27,Cape May,,,Foundered,Wood,US,,,,,,"Providence, RI",Baltimore,MD,"Providence, RI",Sherman,5,,,,,Grain,,Y,N,Total loss,
S.S.Sarah Peters,,,schooner,,,2/5/1867,1867,2,15,Sandy Hook,,,Stranded,,US,,,,,,,,,,,5,,0,,,,,,N,,
S.S.Sarah Quinn,,,schooner,1868,"Tuckerton, NJ",12/23/1878,1878,12,23,Swan Point LSS S 200 yds,,,Stranded,,,,,,113.58,107.91,"New York, NY",Virginia,,"New York, NY",Lee,5,,0,"$3,000",$325,Pine wood,Swan Point #11,N,N,#23502; Refloated,
S.S.Sarah W Lawrence,,Asher Curtis,schooner,1886,"Bath, ME",2/10/1909,1909,2,10,"Lewes, DE S 5 mi",,,Stranded,Wood,US,217,45.2,19.8,1370,,"Perth Amboy, NJ",Newport News,VA,"Boston, MA",DeWitt C Moore,9,1,0,,"$7,000",1993 ton coal,"Cape Henlopen, Lewes",Y,N,#116106; Total loss,
S.S.Sardinian,,F Talbot,schooner,1859,"Harrington, ME",7/8/1863,1863,7,8,Absecon Light S 7 mi,,,Grounded,Wood,US,84.5,25.1,8.6,149,,"Harrington, ME",Baltimore,MD,"Boston, MA",,,,,,,,,,N,#4370,
S.S.Sausalito,,,schooner,1903,"San Francisco, CA",2/26/1904,1904,2,26,Brigantine Beach,,,Stranded,,,142.5,35.5,10.0,367,326,"San Francisco, CA",,,,,8,,,,,,,N,N,#200229; Refloated,
S.S.Saxon (1896),,,schooner,1876,"Noank, CT",9/5/1896,1896,9,5,Sandy Hook Point,,,Stranded,Wood,,52,18.1,7,33.11,31.46,"New York, NY",New York,NY,Fishing trip,Johnson,6,,0,,,,,Y,N,#115444; Total loss,
S.S.School Boy,,,schooner,,,9/1857,1857,9,,Cape May Joe Flogger Shoal,,,Stranded,,,,,,,,,New York,NY,"Philadelphia, PA",,,,,"$3,000",,,,Y,N,Total loss,
S.S.Schooner,Dive boat capt nickname,,schooner,,,,,,,Shark River E 3 mi,40-10-30 N,73-57-35 W,,Wood,,,,,,,,,,,,,,,,,,Diving wreck,Y,N,45 ft; Unknown history,
S.S.Scioto,,,schooner,,,5/18/1852,1852,5,18,Long Beach Island,,,Foundered,,,,,,,,,,,,,5,,,,,,,,N,,
S.S.Scotia,,,schooner,1869,"Noank, CT",10/6/1890,1890,10,6,Sandy Hook Point,,,Stranded,Wood,US,66,21,9,60.57,57.54,"New London, CT",,,Fishing trip,Cardoza,10,,0,"$2,000",$400,Fish,Sandy Hook,Y,N,#23716; Total loss,
S.S.Scud (1870),,,schooner,,,3/27/1870,1870,3,27,Squan Inlet S 1.5 mi,,,Stranded in gale,,,,,,,,"Lubec, ME",Baltimore,MD,"Providence, RI",Morgan,5,,,,,Corn; flour,,N,N,Probably refloated,
S.S.Sea Bird (1874),,,schooner,,,1/14/1874,1874,1,14,Brigantine Shoal,,,Stranded,,,44.4,13.7,6.1,18.04,17.14,"New York, NY",,,,Shields,,,0,,,,Brigantine #24,N,N,#22458; Partial loss,
S.S.Sea Bird (1879),,,schooner,,,8/18/1879,1879,8,18,Five Fathoms Bank Lightship NE 5 mi,,,Damaged in hurricane,,,44.4,13.7,6.1,18.04,17.14,"Ellsworth, ME",Providence,RI,"Philadelphia, PA",McMullen,,,,,,,,N,N,#22458; Partial loss,
S.S.Sea Breeze (1866),,,schooner,,,12/29/1866,1866,12,29,Sandy Hook,,,Stranded,,US,,,,,,,New York,NY,"Jacksonville, FL",,5,,0,,,In ballast,,,N,,
S.S.Sea Lark,,,schooner,,,7/31/1873,1873,7,31,"Hoboken, NJ",,,Burned; scuttled,,,,,,,,,,,,,,,,,,,,,N,,See scrapbooks 38 - 43 - Purple Misc
S.S.Sea Nymph,,,schooner,,,1/7/1878,1878,1,7,Little Egg Harbor LSS N 1 mi,,,Grounded,,,,,,175.16,,"Providence, RI",Richmond,VA,"Providence, RI",Laudican,5,,0,$300,$825,Coal,Little Egg #23,N,N,#23026; Refloated,
S.S.Seagull,,,schooner,,,2/16/1891,1891,2,16,Grassy Bay,,,Collision,,,,,,,,,,,,,,,,,,,,Y,N,Total loss,
S.S.Select,,,schooner,,,11/7/1842,1842,11,7,Shrewsbury Inlet,,,Stranded in gale,,,,,,,,"Great Egg Harbor, NJ",Richmond,VA,"New York, NY",Powers,4,,4,,,Coal,,Y,N,Total loss,
S.S.Senator,,,schooner,,,12/30/1839,1839,12,30,Squan Beach,,,Stranded & Leaking,,,,,,,,"Norfolk, VA",,,,,,,,,,,,Y,N,Sank; Total loss,
S.S.Send,,,schooner,,,,,,,Squan Inlet S .5 mi,,,,,,,,,,,,,,,,,,,,,,,,N,,
S.S.Seth W Smith,,James G Murchie,schooner,1872,"Calais, ME",6/27/1883,1883,6,27,Five Fathom Bank E 6 mi,,,Dismasted in gale,Wood,US,114,28.2,9.6,198.1,,"Calais, ME",Newport News,VA,"Portsmouth, NH",,,,,,,,Chatswick,N,N,#115160,
S.S.Shekinah (1881),,,schooner,1869,"Millville, NJ",5/1/1881,1881,5,1,Cold Spring Inlet South bar,,,Stranded,,,80.6,22.3,6,83.5,,"Bridgeton, NJ",Malden,NY,"Cape May, NJ",Shaw,5,,0, , ,Stone flagging,Cape May #39,N,N,#115018; Refloated,
S.S.Shekinah (1882),,,schooner,1869,"Millville, NJ",1/30/1882,1882,1,30,Little Egg LSS S 1 mi,,,Grounded,,,80.6,22.3,6,83.5,,"Bridgeton, NJ",Chincoteague,VA,"New York, NY",Shaw,4,,0,"$3,000",$250,Cordwood,Little Egg #23,N,N,#115018; Refloated,
S.S.Shekinah (1885),,,schooner,1869,"Millville, NJ",9/17/1885,1885,9,17,Tathams LSS S 1 mi,,,Stranded,Wood,US,80.6,22.3,6,83.5,,"Bridgeton, NJ",New York,NY,"Moorehead City, NC",Shaw,5,,0,"$3,500","$2,000",Guano,Tathams,Y,N,#115018; Total loss,
S.S.Shooting Star,,,schooner,,,3/16/1865,1865,3,16,Barnegat Inlet S 3 mi,,,Stranded,Wood,US,,,,,,,Boston,MA,"Washington, DC",Marshall,5,,0,,,Merchandise,,Y,N,Total loss,
S.S.Siak,,Talbot Co,schooner,1855,"East Machies, ME",9/17/1878,1878,9,17,Sandy Hook Romer Shoal,,,Stranded,Wood,,,,,118.14,,"East Machias, ME",,,,,,,,,,,,N,N,"#22544; Refloated; Aided by yacht ""Herald""",
S.S.Silver Lake,,,schooner,1856,"Woodbury, ME",4/12/1868,1868,4,12,Hereford Inlet,38-59-40 N,74-30-00 W,Stranded,Wood,US,71,21,8,66,,"Boothbay, ME",New York,NY,"Philadelphia, PA",C Reed,,,,,,Salt,,Y,N,Total loss,
S.S.Simla,Simila,J M Tredick,schooner,1863,"Portsmouth, NH",1/6/1877,1877,1,6,Harvey Cedars LSS S 1 mi,39-41-20 N,74-08-00 W,Stranded,Wood,US,179,36,23,1110,,"Portsmouth, NH",Marseilles,France,"New York, NY",Salters,20,,0,"$54,000",,In ballast,Harvey Cedars,Y,N,#23022; Sank; Total loss,
S.S.Singleton Palmer,,France & Canada SS Co,schooner,1904,"Waldoboro, ME",11/6/1921,1921,11,6,Five Fathom Bank Lightship E 13 mi,,,"Collision w/ ""Apache""",Wood,US,294,45,28,2859,,"New York, NY",Perth Amboy,NJ,"Norfolk, VA",J M Griffin,10,,1,,,In ballast,,Y,N,"Total loss; Crew rescued by ""Gloucester""",
S.S.Skippack,,,schooner,1913,,5/3/1924,1924,5,3,Delaware Bay,,,"Collision w/ ""J E O'Neill""",,,,,,737,,,,,,,,,,,,,,,N,,
S.S.Soldan,,,schooner,,,4/2/1837,1837,4,2,Barnegat,,,"Collision w/ ""Palm""",,,,,,,,"Boston, MA",Boston,MA,"Philadelphia, PA",,,,0,,,,,Y,N,Total loss,
S.S.Soloman Washburn,,W W Church,schooner,1855,"Berkeley, MA",11/15/1867,1867,11,15,Seven Mile Beach,,,Stranded,,,92.3,26,8.2,85,,"Taunton, MA",Taunton,MA,"Philadelphia, PA",Williams,,,,,,,,N,N,Refloated,
S.S.Sophia T Winterton,,J R Winterton,schooner,1873,"Keyport, NJ",3/27/1877,1877,3,27,Barnegat Light S 8 mi,,,"Collision w/ ""O P Binns"" in fog",,,,,,77,,"Keyport, NJ",York River,VA,"New York, NY",Jackson,,,,,,,,N,N,#115214; Towed in,
S.S.Sophronia,,,schooner,,,12/8/1855,1855,12,8,Barnegat,,,Damaged in gale,,,,,,,,Virginia,,,"Newport, RI",Van Name,,,,,,Wood,,N,N,,
S.S.South Carolina (1853),,,schooner,,,1/12/1853,1853,1,12,"Indian River, DE  S 4 mi",,,Grounded in gale,,,,,,,,"New Bern, NC",New Bern,NC,"New York, NY",Eldridge,,,,,,Corn,,Y,N,Total loss,
S.S.Southerner,Southern,,schooner,1853,"Derby, CT",11/7/1873,1873,11,7,"Ocean Grove, NJ",,,Wrecked,Wood,US,101,27.8,9.6,300,200,"Boston, MA",Boston,MA,"Philadelphia, PA",Thatcher,6,,2,,,Ice,,Y,N,Total loss,
S.S.Sparrow,,"Gerrard Wilson, et al",schooner,1811,Virginia,11/3/1813,1813,11,3,"Long Branch, NJ",,,Grounded; Abandoned,,,69,18.4,7.6,83,,"Baltimore, MD",New Orleans,LA,,Ezekial Hall,16,,0,,,Sugar and lead pigs,,Y,N,"War loss; Chased by GB ""Plantagenet""",
S.S.Speed,,,schooner,,,1859,1859,,,Squan Inlet S 10.5 mi,,,Stranded,,,,,,,,,,,,,5,,,,,,,,N,,
S.S.Spitfire,,,schooner,,,1841,1841,,,Highland Light,,,Grounded,,,,,,,,"Halifax, NS",,,"Boston, MA",,2,,0,,,,,,N,,
S.S.St Croix,,J S Emery,schooner,1866,"Calais, ME",4/26/1872,1872,4,26,Shark River Inlet,,,Grounded,,,,,,221,,"Boston, MA",Cardenas,Cuba,"Eatontown, NJ",R S Collins,,,,,,Sugar; molasses,,N,N,Refloated,
S.S.St Helena,,,schooner,,,11/7/1842,1842,11,7,Deal Beach,,,Stranded,,,,,,,,"Mays Landing, NJ",,,,,,,,,,,,,N,,
S.S.St Johns,,J B Brooks,schooner,1882,"Belfast, ME",3/17/1887,1887,3,17,Sandy Hook Lightship,,,"Collision w/ ""Fern Holme""",,,141,33,12,428,406,"Belfast, ME",Norfolk,VA,"Belfast, ME",F A Gilmore,,,,,,,,N,N,"#115854; Towed to Belfast, ME for repairs",
S.S.Staunch,,,schooner,,,3/2/1848,1848,3,2,Little Egg Harbor,,,Stranded in snow storm,,,,,,,,,,,,Weaver,,,,,,,,Y,N,Total loss,
S.S.Stephen Barnes,,S D Barnes & Co,schooner,1875,,12/25/1878,1878,12,25,Barnegat LSS E .5 mi,,,Stranded,,,86,24.4,8.1,91.93,,"Philadelphia, PA",York River,VA,"New York, NY",Wright,6,,0,,,Oysters,Barnegat & Loveladies,N,N,#115427; Refloated,
S.S.Stephen Bennett,,,schooner,1872,"Camden, ME",10/2/1898,1898,10,2,Sandy Hook LSS N .75 mi,,,Stranded,,,126.5,30.1,8.5,244,199,"Boston, MA",Philadelphia,PA,"Portsmouth, NH",Douglass,7,,0,"$5,000","$2,000",Coal,Sandy Hook,N,N,"#115091; Refloated by tug ""Major McKinley""",
S.S.Stephen Woolsey,,,schooner,1884,"New London, CT",2/9/1895,1895,2,9,Little Egg Inlet,,,Stranded in ice,,,50.8,18.1,6.5,33,31,"New York, NY",,,Fishing trip,Scherer,8,,0,"$3,500",$150,Fish,Little Egg Inlet,N,N,#115987; Refloated,
S.S.Stetson & Ellison,,,schooner,1872,"Lebanon, DE",1906,1906,,,Delaware Bay,,,Foundered,,,65,23,5.5,56,54,"Wilmington, DE",,,,,3,,,,,,,,N,#115087,
S.S.Storke,,,schooner,,,3/11/1754,1754,3,11,Cape May,,,Stranded; Lost rudder,,,,,,,,,North Carolina,,"Philadelphia, PA",Flower,,,,,,,,N,N,Refloated & repaired,
S.S.Sudie Wayman,,,schooner,1871,"St Michaels, MD",9/2/1897,1897,9,2,Ocean City LSS NE 1.5 mi,,,Stranded,,,61.5,20.5,5,37,,"Baltimore, MD",Magothy,VA,"New York, NY",Payson,4,,0,"$1,000",$350,Melons,Ocean City,N,N,#23976; Refloated,Scrapbook #15
S.S.Sudie Wayman,,,schooner,1871,"St Michaels, MD",9/19/1899,1899,9,19,Atlantic City LSS S 1 mi,,,Stranded,,,61.5,20.5,5,37,,"Baltimore, MD",Norfolk,VA,"New York, NY",Payson,4,,0,"$1,500",$500,Lumber,Atlantic City,Y,N,#23976; Total loss,
S.S.Sullivan Sawin,,,schooner,1874,"Bath, ME",11/18/1911,1911,11,18,Sandy Hook NE 3 mi,,,Stranded,Wood,,147.9,33.9,16.6,676,599,"Boston, MA",Philadelphia,PA,"Portsmouth, NH",,8,,0,"$4,000","$3,200",Coal,Sandy Hook,,N,#115245,
S.S.Sun (1841),,,schooner,,,1/1841,1841,1,,Absecon Inlet,,,Stranded,,,,,,,,,Schuylkill,NJ,"Newport, RI",,,,,,,,,Y,N,Total loss,
S.S.Sunbeam (1894),,,schooner,1880,"Tuckerton, NJ",10/28/1894,1894,10,28,Brigantine Shoal,39-24-00 N,74-18-00 W,Stranded; Grounded,,,46.3,17.6,4.3,22.16,21.05,"Tuckerton, NJ",New York,NY,"Tuckerton, NJ",Stiles,2,,0,"$1,000",$50,Coal,,N,N,#115730; Refloated,
S.S.Sunbeam (1900),,,schooner,1880,"Tuckerton, NJ",5/11/1900,1900,5,11,Great Egg LSS WSW .75 mi,,,Stranded,,,,,,22,21.05,"Tuckerton, NJ",Chincoteague,VA,"Pleasantville, NJ",Only,2,,0,$600,$400,Oysters,Great Egg,N,N,Refloated,
S.S.Superior,,,schooner,,,8/15/1839,1839,8,15,Five Fathom Bank,,,Foundered in storm,,,,,,,,"Tuckerton, NJ",,,,,,,0,,,,,,N,Finally grounded on Cold Spring Bar,
S.S.Surprise,,"Hollins, et al",schooner,1813,"St Michaels, MD",4/4/1815,1815,4,4,Manasquan E 23 mi,,,Stranded,,US,110,25.7,11.1,301,,"Baltimore, MD",New York,NY,"Baltimore, MD",Barnes,150,,30,,,Dry goods,,Y,N,Total loss,
S.S.Susan Jane (1880),,James Andrews,schooner,1876,"Greenbank, NJ",11/16/1880,1880,11,16,Little Egg Harbor shoal,,,Grounded; Lost rudder,,,66.6,23.9,5.5,49.2,46,"Tuckerton, NJ",Tuckerton,NJ,"New York, NY",James Andrews,6,,0,"$1,800",$507,Charcoal & hay,Little Egg 23 & Little Beach 24,N,N,#22531; Refloated,
S.S.Susan Jane (1885),,James Andrews,schooner,1876,"Greenbank, NJ",10/26/1885,1885,10,26,Little Egg Harbor Middle Ground,,,Stranded,,,66.6,23.9,5.5,49.2,46,"Tuckerton, NJ",New York,NY,"Tuckerton, NJ",James Andrews,5,,0,"$1,800",$100,Coal,Little Egg 23,N,N,#22531; Refloated,
S.S.Susan Jane (1898),,James Andrews,schooner,1876,"Greenbank, NJ",10/16/1898,1898,10,16,Ocean City E 1 mi,,,Stranded,,,66.6,23.9,5.5,49.2,46,"Somers Point, NJ",Haverstraw,NY,"Ocean City, NJ",Swift,4,,0,$700,$250,Brick,Ocean City & Great Egg Harbor,N,N,#22531; Refloated,
S.S.Susie H Davidson,,,schooner,1883,"Camden, NJ",2/11/1896,1896,2,11,Cape May LSS NW 1.5 mi,,,Stranded in hurricane,,,149.7,35.3,14.3,546.74,519.14,"Bridgeton, NJ",Perth Amboy,NJ,"Fernandina, FL",D C Powell,8,,0,"$10,000","$5,000",,Cape May,N,N,"#115444; Towed to Camden, NJ",See scrapbooks 38 - 43 - Purple Misc
S.S.Sylvan Glen,,,schooner,1872,"New London, CT",7/3/1886,1886,7,3,Absecon Inlet North shoal,,,Stranded,,US,,,,21.65,20.57,"New York, NY",Atlantic City,NJ,Fishing cruise,Brown,4,,0,"$1,500",,,Atlantic City,Y,N,#115085; Total loss,
S.S.Synepuxtent,,,schooner,,,1838 - 1878,1860,,,Barnegat Inlet N 12 mi,,,,,,,,,,,,,,,,,,,,,,,,N,,
S.S.Syren (1814),,,schooner,,,11/17/1814,1814,11,17,,,,Beached & Burned,,,94,27,,189,,,New York,NY,,Daniels,80,,3,,"$50,000",,,Y,N,Beached to escape British,
S.S.T B Holmes,,,schooner,,,4/20/1852,1852,4,20,"Surf City, NJ",,,Capsized,,,,,,,,"Nyack, NY",Nyack,NY,,,,,,,,,,Y,N ,All hands lost,
S.S.T C Lyman,,S Trowbridge,schooner,1853,"Westbrook, CT",11/23/1875,1875,11,23,Bonds LSS S 1.5 mi,,,Grounded,Wood,,90,25,7.5,83,,"New Haven, CT",Duchess Junction,,"Richmond, VA",Munroe,4,,0,"$4,000","$4,000",Railroad ties and old iron,Bonds #22,Y,N,#3487; Total loss,
S.S.T Harris Kirk,,,schooner,1873,"Port Jefferson, NY",12/3/1886,1886,12,3,Hereford Inlet North bar,,,Stranded,Wood,US,121,33,9,263.65,250.47,"New York, NY",New York,NY,Virginia,Maxwell,6,,0,"$8,000",,,Hereford & Tatham's,N,N,#24991; Refloated,
S.S.T Harris Kirk,,,schooner,1873,"Port Jefferson, NY",3/15/1886,1886,3,15,Hereford Inlet North bar,,,"Collision w/ ""B Havens Jones""",Wood,US,121,33,9,263.65,250.47,"New York, NY",New York,NY,Virginia,Maxwell,6,,0,"$8,000",,,,N,N,#24991; Minor damage; proceeded to destination,
S.S.T J Hill,,,schooner,,,12/28/1865,1865,12,28,Sandy Hook,,,Wrecked,,US,,,,177,,,Mobile,AL,"New York, NY",,5,,0,,,Cotton,,,N,,
S.S.T Lake,,D Scull,schooner,1856,"Egg Harbor, NJ",4/14/1869,1869,4,14,Atlantic City,,,,,,97,28,8,197,154.2,"Egg Harbor, NJ",Philadelphia,PA,"Newport, RI",Adams,5,,,,,Coal,,Y,N,#24649; Total loss,Scrapbook #15
S.S.T O Smith,,T O Smith,schooner,1881,"Islip, NY",9/17/1914,1914,9,17,Barnegat Inlet,,,Dismasted; grounded,,,64,20.5,4.8,46,44,"Patchogue, NY",Virginia,,"New York, NY",T O Smith,2,,,"$3,600", ,,Barnegat & Loveladies,N,N,#145269; Refloated; all saved,
S.S.T S Grier,,,schooner,,,7/3/1868,1868,7,3,Barnegat Inlet N 12 mi,,,"Collision w/ ""Columbia""",,,,,,,,,New York,NY,"Baltimore, MD",,,,,,,,,,N ,,
S.S.T Tremlett,,,schooner,,,7/1852,1852,7,,Squan Beach,,,Grounded,,England,,,,,,,Nova Scotia,,"New York, NY",Bosajour,3,2,5,,,,,Y,N,Broke up,
S.S.Tampico (1874),,Brugiere & Theband,schooner,1867,"City Island, NY",4/23/1874,1874,4,23,,,,"Collision w/ ""John G Page""",Wood,,85.4,25.4,7.9,152,,"New York, NY",Rio Grande do Sol,,"New York, NY",Bonhoff,,,1 (lost overboard),,,Wool & hides,,N,N ,Partial Loss,
S.S.Tartar (1915),,,schooner,1904,,8/1/1915,1915,8,1,Barnegat Inlet,39-26-00 N,74-18-30 W,Stranded,,,,,,126,,,,,,,17,,0,"$12,500",,,,Y,N,Total loss,
S.S.Telegraph,,,schooner,,,12/12/1864,1864,12,12,"Long Branch, NJ",,,,,US,,,,,,,Norwich,CT,"New York, NY",,5,,0,,,,,,N ,,
S.S.Telula,,,schooner,,,6/1847,1847,6,,Highlands S 8 mi,,,Stranded in gale,,,,,,,,,Havana,Cuba,"New York, NY",,,,,,,,,Y,N ,Total loss,
S.S.Theresa,,T H Bardman & Co,schooner,1874,"Noank, CT",12/9/1884,1884,12,9,Barnegat,,,Damaged in gale,,,117,27,10,215,,"Newburyport, MA",Port de Paix,,"New York, NY",F A Janvrin,,,,,,,,N,N,#145016,
S.S.Theresa Wolf,,Champion et al,schooner,1874,"Mays Landing, NJ",8/11/1880,1880,8,11,Great Egg Harbor,,,"Collision w/ ""Roman""",,,,,,307,,"Great Egg Harbor, NJ",Virginia,,"New York, NY",Kane,,,,,,,,N,N,#24990; Towed to Sandy Hook,
S.S.Thetis (1808),,,schooner,,,2/16/1808,1808,2,16,Cape May,,,Grounded,,Italy,,,,,,,Genoa,Italy,"Philadelphia, PA",Granbury,,,,,,,,,N,,
S.S.Thomas B Garland,,,schooner,1881,"Bath, ME",5/8/1896,1896,5,8,Great Egg Harbor,,,Stranded,,,126.6,32,11.4,319.13,303.17,"Portsmouth, NH",Gardiner,ME,"Ocean City, NJ",Coleman,6,,0,"$6,500",$100,Ice,"Ocean City, South Atlantic City, Gret Egg",N,N,#145252; Refloated after off-loading ice,
S.S.Thomas Howard,,Jacob Marshall,schooner,1870,"Philadelphia, PA",~1889,1889,,,Five Fathom Bank Lightship,,,Damaged in storm,,,79.2,20.6,7.6,50.59,48.06,"Philadelphia, PA",Philadelphia,PA,,James Rutherford,12,,0,"$10,000",,None,,N,N,,
S.S.Thomas J Owen,,,schooner,1863,,2/8/1906,1906,2,8,"Sayerville, NJ",,,Burned,,,,,,68,,,,,,,4,,0,,,,,,N,#24716,
S.S.Thomas Jefferson,,,schooner,1841,"East River, VA",9/22/1851,1851,9,22,"Highlands, NJ",,,"Collision w/ ""Cushnoe""",Wood,US,68.9,20.9,6.10,82,,"Astoria, NY",Wilmington,DE,"New York, NY",Phillips,4,,0,,,Coal,,Y,N,Abandoned before sinking,
S.S.Thomas Thomas,,,schooner,1867,"Beaufort, NC",3/15/1896,1896,3,15,Absecon bar,,,Stranded,,,67.4,19.7,5,43.67,41.5,"Chincoteague, VA",Hampton,VA,"Atlantic City, NJ",Harris,4,,0,"$1,800",$500,Oysters,,N,N,Refloated,
S.S.Thomas Winsmore,,William H Johnson,schooner,1891,"Milton, DE",1/12/1914,1914,1,12,Sandy Hook Romer Shoal,,,Stranded,Wood,,144.4,34.2,10.6,435,381,"Philadelphia, PA",Charleston,SC,"New York, NY",M F Beale,8,,0,"$10,000","$8,000",Lumber,,N,N,#145575; Refloated,See Misc File Drawer
S.S.Thos Russell,,,schooner,,,3/31/1849,1849,3,31,NJ Coast E 5 mi,,,Capsized,,,,,,,,"Cape May, NJ",,,,,5,,5,,,,,Y,N,Total loss,
S.S.Three Brothers (1864),,,schooner,,,10/27/1864,1864,10,27,Cold Spring bar,,,Stranded,,,,,,,,,Brookhaven,NY,,,,,,,,Coal,,Y,N,Total loss,See scrapbooks 38 - 43 - Purple Misc
S.S.Three Sisters (1825),Three Friends,,schooner,,,6/1825,1825,6,,Cape May W,,,Stranded,,,,,,,,,,,,,,,,,,,,,N,Same as Three Friends,
S.S.Tombull,,,schooner,,,12/1825,1825,12,,Egg Harbor,,,Stranded,,,,,,,,,,,,,,,,,,,,,N,,
S.S.Tracy,,,schooner,,,8/19/1879,1879,8,19,Cape May N 8 mi,,,Stranded in storm,,,,,,,,"Philadelphia, PA",,,,,,,,,,Coal,,,N,,
S.S.Trade Wind,,,schooner,,,11/20/1873,1873,11,20,Townsends Inlet,,,Stranded,,,,,,,,,Providence,RI,"Philadelphia, PA",,,,,,,In ballast,,N,N,Refloated,
S.S.Trader,,,schooner,,,4/1/1855,1855,4,1,Egg Harbor,,,"Collision w/ ""James Adger""",,,,,,,,,St Marys,,"New York, NY",,,,,,,,,Y,N,Total loss,
S.S.Tranway,,,schooner,,,1838 - 1878,1860,,,Barnegat Inlet N 1 mi,,,Stranded,,,,,,,,,,,,,,,,,,,,,N,,
S.S.Tremlet,,,schooner,,,~1856,1856,,,Barnegat Inlet,39-44-46 N,74-05-20 W,Foundered,,England,,,,,,,Nova Scotia,,"New York, NY",Basajour,10,,5,,,,,,N,,
S.S.Triumph,,,schooner,,,,,,,"Long Beach Island, NJ",,,Stranded,,,,,,,,,,,,,,,,,,Corn,,N,N,Refloated; Cargo unloaded,
S.S.Trumlett,,,schooner,,,4/21/1852,1852,4,21,Squan Village S 11 mi,,,Foundered in storm,,Canada,,,,,,Nova Scotia,Canso,NS,"New York, NY",Charles D Buserau,7,,5,,,Fish & fish oil,,Y,N,Total loss,
S.S.Truth,,,schooner,,,8/26/1852,1852,8,26,Atlantic City,,,Stranded,,,,,,,,,,,,,,,,,,,,Y,N,Total loss,
S.S.Twilight (1877),,,schooner,,,3/15/1877,1877,3,15,Cold Spring Bar South point,,,Stranded,,,,,,50,,"Great Egg Harbor, NJ",Philadelphia,PA,"Atlantic City, NJ",,3,,0,$500,$235,Coal,#39,,N,,See Misc File Drawer
S.S.Two Brothers (1890),,,schooner,1886,"Camden, NJ",7/22/1890,1890,7,22,Hereford Inlet South bar,,,Stranded,,,45,16.5,4.5,18.32,17.4,"Camden, NJ",Sea Isle City,NJ,"Camden, NJ",Vanaman,3,,,,"$2,000",,,N,N,#145436; Refloated,
S.S.Two Pollys,,,schooner,,,5/1843,1843,5,,,,,Foundered in gale,,,,,,,,,New York,NY,"Baltimore, MD",Fountain,,,,,,,,,N,,
S.S.Two Sisters (1747),,,schooner,,,12/25/1747,1747,12,25,Cape May E 6 mi,,,Stranded,,,,,,,,"Philadelphia, PA",,,"Philadelphia, PA",Roney,,,,,,,,N,N,Refloated,
S.S.Two Sisters (1884),,,schooner,1866,"Petersburg, NJ",4/4/1884,1884,4,4,Corsons Inlet bar,,,Stranded,,,50.4,19,4.4,26.48,25.16,"Somers Point, NJ",Hog Island,PA,"Corsons Inlet, NJ",Yates,3,,0,"$1,600",$250,Oysters,,N,N,#24208; Refloated,
